NU_INSCRICAO,NU_NOTA_MT
72ac2acc787d8cba0934cca3810ac091d792c8db,147140.57862985542
92a25eee14554806f081869cc9dac868fd1860fb,132291.8497351067
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,104820.70480209828
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,140159.92391145378
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,163375.61649116746
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,136943.318642198
1730807e4916c5f7e8ab21e02ac5657bcea3e732,26883.767538908593
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,133401.77665940946
1a46d99716282410d1170f0f35069b34e34415d4,73616.43638252851
0467e022da4ef897f666bc76f31e1bc8976f7e92,146168.14456495096
993aca0d5eac6741117947c82a3647102096255e,136208.0002961984
94c96ade6ade21deb080bba6aad537fc4f195d47,92466.71852825103
36bb672077a46a3e4755cef90437a616d28bdf23,117067.37084085727
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,109285.27351820946
328ca19128d276eb4fbc309c54ec7f346c803d2f,213466.61434308274
27cdb62f0a2a5467efeb30aafbf246ed2320c532,103924.16148781856
c52cae37c3653620bbec72264c502f45ca2a8671,26882.30470567462
f9ef2695eb0986666093945894b8f2fee351bf22,163795.74197388726
2178c497293d0cab01ce74f5105b1a398fb12d8e,26834.339085492637
e21faa0c07406dde71ec02f266b19b314ba8b0e2,26893.56222057548
8a021391cdaac100dab56c59284bd50137a74129,155621.98512706973
12ee0df69325d97cb95404958c4acf4112aeab8a,26865.93462962979
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,129676.19506579272
66cf0f8b5af2466f9616fd15c0c10344df84982a,26900.21401785693
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,138511.81966470674
60edc5708acd60680891ea15379dd07c7a5924ff,26879.381641301323
b9f786712775e0d1d735398d710b01f404c985a3,111708.63421939944
564958997e204bda06fbe90afc4722805c78a855,142957.1531422399
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,105602.00614411363
527098f4ee3ceb5c393981930d23b8fe154f4db9,26865.328633276946
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,146266.42248414428
8296743fdd105ce9183561cf5b359b0a3781465e,119687.37430006707
a3b79e8c739832c77df2ba6bcdb23a7518155a33,26881.30860843178
6602c7f15a1fdd082265b64976448c6809df792d,141963.13254503303
31ae66f0fe024acae4490915c348e487f2367574,144395.7114605821
81901aa980653106e64863d957387d24e2c00af3,102453.16834054622
28e10d1bd0b6effe0edd503446ebda948ad240ad,119422.3165460985
53a7ee52a87f80241e2ca13c923e06b72bf3a059,108013.46149180624
50be5f75fdaedae454b0c3d63b7277854bd08d8f,42281.858644093896
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,26880.287271592515
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,179975.95877849424
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,26873.031565332796
02681b5c893b94db204713cb4b20dde6fc3f2f95,166260.78228264052
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,122255.70613525504
829dd51f77f3ae74c2216de2d86139bd0a03367c,26897.868155421344
28c6829e69879bc1d34db1cd51b89562d3cc596b,148607.0971739249
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,137167.01396014576
96715a069fbcb2e84b26a01563921962ccc4601e,26897.620132144588
923538833160e8432636c88e8119378a43b3d766,118323.73820754411
aacb834258765a2959ee63c57d2be4923d11a696,124614.28573873687
c32e484025571dd94255a77f21de08ab8d2aaba8,133265.53194571828
d425deeec0a3c7006f14d732eff8933d5155067f,133746.41031130138
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,141270.86369445975
716a178e9a6f7791b820da77879943ac9040a547,120241.84701677639
430212cd8767ef2bff8cda0f61729203fef7523e,122533.12180372917
e97d33221238e445688a0e984778d4ecac788be2,160354.38069685266
695c9481580951d830c4431fc6c9dee778ba9ca1,26890.54514439798
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,144263.55410406573
0411742cbb54fe1b6927b25f0bb52b885828c828,120696.88332704535
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,118379.69170239005
bc40729846bf209b06e2a9a890e01d4e6780f5b4,26899.303794939548
e4e7a38b58319ad0a5cde4848622b21783c907e9,141629.2891121831
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,149008.56640112915
aec1b63c3f0c9554e533752d8fe138ca82101d4a,117231.99759478417
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,142491.0136656629
4b48d500ba4410546ce01f7f6d44bcbafa73994f,116933.68892006479
edf33c347c866d26872f540bcc1f6ae415f3294c,136792.03288886938
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,152924.61993149726
3a265ea6ebdc4eb2520db912adf5592f03b3d634,108610.77435006973
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,26878.153286892284
0ade5488fd62db34c11a369bdbb4327faacc1635,26896.96718985866
e418fbb77e6ff4103205f3b7f6a66d53183d809b,111858.43420838866
8ddbfe70cd41135cb6f125335a48d100789edbf7,109560.04318805574
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,26893.228352974253
1d3e406d0223d4cb0328850d689ba9fcadf62776,123186.83354554974
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,26873.4188046276
ecaf075653faf2dcdf946c0ce50629f5083347c0,126625.20488748
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,135613.99863668036
d43894c5e83bb3a7e5000636295b0b050de19309,26879.66366947391
5b7877d12550dd35d27a02b66a13f2a27bce11ca,118679.24675785791
18f800ec03e33ebad5fb97aa8465dd3e5961337e,117137.64241895497
bb39cc6296f2c9da3963994899c5c34b50965720,26883.32045968221
76facda8958cbaf5dba09a4d35d3b4de7596a49d,26882.61282014972
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,127904.22929059062
e887be276bf553575b20ed1a0de8833d9cb7e247,26881.172668582323
cc8794762ffa592758b5117d67e0d02e2e8b9c49,160343.8200632374
894d277c608610fa8c31db531f64582b9569b2e9,110414.64654026291
b2e029961aa0f20071b74708e0d97e6f200ec582,137991.55486775318
12c7d85e168b09a0278df140a22bcb0052a59b0a,71202.77168699395
64c4892488a9c6281bdabf467a0b5a6382d248e6,128625.5472790555
944e790f6e64eccf6df361247858165f17dd7abb,26890.932591133682
ac112e94587e6e4249b7182329ee5a5040ae94ea,168099.02274665525
a58cf11e498228f9aaca92b0c49f955a6163fb59,124832.1300074407
e8c84701c041b7f3b39f3125a0449fa633589fbe,132888.79494349318
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,192153.34456923703
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,26878.81763964541
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,125702.13703992832
e64ad901853230e396be49311ea98121c348fac6,124593.56003995544
8532af19be3729ea233c1f29e4c015820fc7fb3a,157812.50340120491
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,141039.0795690538
26853fd075fe27954772c3070997635b94f32b83,126902.67531967348
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,157625.29719414518
574ec310dee846f9ae8eb278480257d463f6fbcc,154108.67206589167
ebb32b8df4ff9b202ba904f310724ce230cb4305,26888.534498196404
8a46e35787225c3e7adef2b998ad9c93a952106b,153107.15374947578
b62bf908b504e8c6898777a7f5b88afed358caea,118565.65617215743
10d22971ca4f53fc62d02905809ff1c37fbb68fc,163660.80237006035
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,105007.36865556044
cad47b624b484cb16291449cee30707a46c20199,26891.27777976466
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,144314.84914204988
bb6c0df09cb6663f142ce6da382b804353453af2,26887.83721307272
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,137886.15775123276
7bd0affe1bdd3681a0faecd80a3d48c023b986de,26902.320367427303
d76614020539405f481c0f5ffb9e6f88a0bf21b7,128951.29593007681
5ce2df96a99343819ead41bf242044177439696d,26880.09388628176
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,26862.352212636426
a9216c3fc0c0bf14cda0ca26a71c205458b74896,26877.606492999854
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,160738.83370536336
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,125410.26090093594
176b027cd932b17fcb6f119cfcef338a175062b8,97443.09141943685
41474f2dda61d97f38ba79906d3dbcce223d1bd1,139703.90414517798
421eb738f9e2ea73e5f4227c915762d6421102ac,26900.660739495732
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,128303.04441824196
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,39272.433338903465
134d96275e3893946c3a0e1d59f86b336fe64f6e,26873.403663953635
d4e97da32ccb6987ec074aa48c24ce949c05a78c,116188.36063845264
fa556e489987a0588e9a8edb5327e2bde1679670,26893.588169546023
95c1d266a2524560761df98b376c17604733a6ad,145619.3616799411
c11c4303d2632cde64105a35554ecb77a8564260,136754.1818929348
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,141591.9880065052
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,145142.10959899984
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,131201.57465009688
580c34923cbde328e0aef1641dd02033fc862c04,143173.45736899422
156e1fb82056b0f6953c443446eb4dcceed7c03b,26882.241488134183
29d8bf198da9caa59047268faca60207da24d1b7,158391.96961461313
1b3f80a1cd9fff0408e96169fcaf006936b34fed,132801.96642201568
b5932043b62e0c58e16e2cc2c9d5489390e5c895,141228.25969935278
99092cc60948943c59d68d62ed81a75a03059113,122238.46394195939
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,36350.51339996204
dd69fca6f17420dc911016a79e70583ca7ea330d,103928.36839028151
d387995af060965fb9d18973f3dbf4904f071066,103760.34120430762
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,138406.90514169846
543674772357cf9d8a7a8e7dfb89384af80ec30e,147854.96378423524
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,122906.83273223456
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,425.3438552010878
0736d379ea0962e316ce84cce8e883321be36abb,127383.74581663514
98cc842c547c69a0d27776e272fd8b61131b0b37,106861.11703209399
890b7696fa85ca2b3e90b3951efec2135e88d5cf,144710.14736929312
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,189362.3462881483
d84b48f7dc7a6e387e6e985525143589754c5b13,119592.18326892513
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,134911.84168323845
dc4fe9d4124d9278f58f6f999711116a3fe58be7,131708.08062133918
f6624d763619c0898b34dc02adf06f53a1721cd0,123690.86241279487
60b1c12559860e7ad966da4c4db5c78e17278fc0,138137.38972743123
a3f3dcb89101d86171f8bb4f4f57939717cf298a,26863.739546450135
4f365503582b97ea96462d0d36895a5e7f5926df,129963.20056598904
c80869804effb21d50cc8fff3f4c27ba5521240c,110526.30003646458
d0f351638d60e84b890a498d69c9a7961cdcdf36,146757.07367361747
48e8ec135997ff3676648d5c144c3c7150a7bbb1,115648.04766279267
45484014aefd10ea3e4b08fb93e66c251709cca6,134580.2917589773
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,121991.79089783785
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,119328.71898117774
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,157504.46521249315
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,108250.16924283213
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,162577.28644819427
c83c66733c5bd90a59996e473bb69e44f6522976,69453.91811797625
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,26888.131441126945
4c373daf5547a6292c4905696c148ec83f95f083,26903.001744799636
4549620b5459bb28990580f4ca0b4c2adc5b1a68,26897.68126149528
87f89c855f377c5b100ad2986cc6569e31d94a98,141718.623270854
d0d8601aab147c191ae37365a930c1ed3eb0414b,26843.16960882801
9a25537903e8e7eab1dfb357903d241e24e86fb8,26887.601093171827
eaecf3dd32668664e1dcc2d6c7a69042824806a6,133856.4297353611
d19fa85793fcb8ae3126d10592c9c57d3b32971f,26887.927095230963
c59b370d3aa06b68878c836bceac844953d74972,128031.28729841184
5a6d397150d1a9e9c82e120f92d1e782da34bddb,26875.36017030561
b2128312e70fdb830091aecb6b27d82617e2e226,72149.39332039331
8257941af168c0cc15f28bd596fd922352dae732,126638.91868371083
854ce153823802674f35bbe1ec010b12e9b3a56f,124475.36882499777
27f1db4e266b154f6f7fbef9c225fab472652a7b,114208.37511613706
11b90bed4a05d11169f308370faf81d6e9ca2c4f,102658.01273337672
5c55b7aeae6cb75ec715b4629812175239e45c15,26879.45478363122
1391c7de937e0fea2ad23ebb111e513bf2aca2af,26897.9423722553
e9488c35627294cd8f5a809c0667aef7a3f0d465,26861.666826512635
39c22d725a24b290af887b25175ae0a8d560db4b,26883.39056122511
e001e1d73163c327a4d800697b1b36cd6921f60d,142770.71414457125
b83424ca8973e4b2eebf6eb9e26e842999432d22,115018.75797230609
202da3f471204ad489ebf0c3856437337534112d,26877.90263563578
912d751c54b46c860c5ba61666fc6fc59ca2689d,104234.83798039905
8376d681a277c58f06ab633a06eaa66391126246,26871.29502601937
e114f7b197069bde8e158a0dbeaa022dd0c4e280,115769.74107674712
fa84edf183bd459ea9394d77bdc191683a75ff66,173034.11425557753
76190ff09a736ff83169394b770699b2709c5a27,140870.84156249036
515db15df8581ae72bb8e8358833016adee74e02,107270.9239990749
e2a05053c19e6fba60d0e582e6c7f371728a7106,125132.04702832455
66c14322296ac259374ec98c5c3bb2bd67ba25e9,26899.373910577324
2378556841bc8d5746f2b94d6adefc2db20f9518,162389.57756737262
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,26876.001652907365
796d558152d241567f8a72b535a5e36fe78886f3,136073.77295520317
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,147510.9776060779
3c748fc7a94edb7ac1484373751ffa8574a3281d,112501.98577865871
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,67521.62005718578
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,26886.101423063566
10a1e8808e744c619376bff659f859cd71e8c41d,120501.42958988473
fc959dafc37dde3f173f083486d84ce5c817443f,126762.85416159913
6979d91c0a1903a336c640e14eed100821a0e24d,131644.762206465
d4e37c4c1235ce014392f6c8ba0436f195b9e459,157210.59150241554
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,26908.42450807049
565a955a60c6073157aa869c0351c626a7171ef3,148666.16944096255
5697c01ee87a008056ebc0993a1028b41a26d251,26897.163166408776
99be797e423b5ae08fe342ea772738f71975df47,159495.94762299376
b579ea83f2d6c15b2c717d16a89827d65f39904b,146833.63213167383
e9373b5c22567bec508f2fa2580e4dc3ff687caa,154063.6984150628
a465af361b68bd536dd8bf61d522b9b21755ab60,140840.2648701831
c8feec2a94d996d03534ce935dec7a034667f107,191658.22443106122
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,121502.58417253337
f4f7888cfe88b7a3b0f3d94749921976353ae82c,125880.37157549422
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,128224.43296662935
2e466f15ac7b80870736fac2d0cf4bd7f362e852,116066.25112514236
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,26895.263006522313
fc83a5c665f70f39b4c7d326118cbf21a898e660,175087.09661530814
c26fbd904781a4f6c37a8f8969778f687c6c1424,26892.31209625033
ced4913c2220be57c54bc9f87bb4f441d5976671,129910.1843870171
880ade460a231d722e8bb0e4d17f3c8f77663d37,107387.35932863396
7c869f5b89ddf3130c87011b6508ee59e32682c5,115934.45119751361
9027f65d4e576928ca59690c280050c53d66506a,200753.66720688736
09eb415bcb9842d207139c8bddf32427a134d51e,150643.5193842667
f8224c83e27f4921df62876f7ff660b1dab3d974,138721.14592331683
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,26881.149984793363
dfec3182aec0997207e0845b072498065ec89aac,189927.30153160062
d653549f6d0ba70e2113b2cc56e9a83e331d2462,150181.1605247436
e95674df974af80342f676ca9e3540aecec2b8dc,150442.8852803073
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,135378.30761675083
2b7b15015ab18dc51893827c7e3f01d931a70410,26870.348540233557
22d86e8b43a9412df86ec15ac231b9919e3ec905,128370.72634802488
1c61035799f6afe7f44c1fb68567d7a8945c3943,153418.0209861768
d5ed4b8732b0d7127a64f7e71137d321c56cc198,106830.07417629928
63edbbe59337f861a710bee4fe8a691d231f23da,121979.66868807505
f62bf9257782d839d38f84376b79611ed0de655d,26894.339194064945
cf14952b5b09ad1a9497769e3a08da2fd74c6102,26879.24742739591
21b8ef230efbfca6b5f15b36a3243d76ed390967,158195.74931415645
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,70833.48680496437
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,26854.11306020255
3de3c134579726fe4606b7a05f82ce19f00adb09,174279.84678823224
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,124851.39780141556
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,106282.85179126746
520c60d32fd2af8be76abd332859b36d8ae45900,136715.49015176142
6cb6e2310b52c2898e500f81bea938446592568b,124704.31845912222
0193b535914e1c5a445bede11a408bf1709cd3cb,133676.80416552376
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,146098.61821079007
c512a461034cd90a9c5f1a32332b748041cfeba3,26874.230333360585
6f77bbe0fc418131d06d15f50b30073eae680dbb,26894.7906561163
9b378e3937af8e97d4753cdf0c8917306354aaaf,152326.22305854142
1c92f54a5fe563622a0e23cf116461a7e147efd8,149365.21539023722
90facc45f7578775e3278aa0bd4fb59dad4d37c1,110081.9148225593
563bd02a1204c85e79026a020ba5af29bce95c12,49273.46035610122
c8062c4cc7e023996bd37b87295f5a2957ddb172,131485.46310187905
ea7cc5987f9cc7f756d501961f64fa5769013823,26855.436011153946
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,187745.34648005335
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,118722.06625226591
1b61f7e184c7040ae4cea725153965e1f7f75308,124993.50799241388
aea68e00d370c2a0cfd02bf868824dec427bf23a,26874.750508926158
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,26889.404434303593
95a9c65324583892b2d1a0c1c5163488f92d4a6d,110473.42577679602
5b7e7632cf766876026d0da6aa7c6df77bc13438,126408.55977332876
a3be14b06b7aef01331da18e7a1678222b563151,26876.311834129607
92b8965cf3fb76d11e5061f26e577c23d212b9c5,26905.67217494182
96fd0462597b8cf21b1e918c1947106cd8359e5d,138586.05392730155
5c1cef937c40bf8c30c119160bedde7ef679454e,168767.56859211918
27dce80bee1eadbcd82bc7d09adb063e116870f6,26847.307443779886
271a7e5b703fc3f29f6669415048a760e6355c5b,26880.62423216333
e39fbeab552a4b6492346d821d095c3a0d691555,110662.95593059594
93694c58636eabfe86550e734efb3775ba4d739f,144484.57330507226
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,174254.18462269072
6c05e70130682975c1485a862b6e08b895650671,116347.50740976875
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,110407.3542129734
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,102766.80736276037
283df09083d3c7bec2590f22355c7ba32ec88623,152815.41040766746
40b96e97dc29dfc990656e30c1038e846b6c8ff2,26894.78575699445
ff362d0a648559b9146fb97ee248eb423c3d6a50,26886.405646568455
717ae2ab18e7ba03c4f3af66500ece6580b29b71,26880.03972319078
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,171071.23864741938
23131f453efc29c2af9553d307692c60a3add1ae,139546.30757171992
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,114674.81141509612
941646a7d24ee2837d7de90ff0a736bb8f61d68c,72496.12693567372
cd705413010e6e74f3b90ee78dbbd8b767488f0c,26850.727013905667
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,154974.49313078774
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,120082.57143611462
72882a9cffe151d94be90e02ce3967a91b628099,148012.92603513316
cf62916c9829bd3ad05104151eee856d6de7ca1c,174746.1846105699
6b8f4241357e65c0491cc0ef96396f811574134c,138332.89091934104
298806ed4313157d412e860ac3ea8833d6ca6970,26875.36971784372
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,111686.66858589913
4485f973590cff61be5ec78cb3032d5fdf25b809,26867.04644439331
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,119143.37163247797
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,26864.027661165805
8288badec4740382dbf7c33e4095cd4db0021bf7,107590.08590896946
5e139289eb167622f915eea3d1d6e49d15d1c873,143203.45576314596
fc050b2c8fa3446890fe1418332352177dd34506,125593.57920299104
8f309746992f374b4c2ea88f171233a9469ba649,124076.424906781
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,145824.26429816437
145b6344526f9df32f4046c8227282477c51d69f,115243.98086591886
a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6,134159.89018446286
